"Ref_ID","Cross_Ref_ID","Data_source","Title","Authors","Abstract_old","Abstract","S_Ref_Year","Journal","Volume","Start_page","End_page","Address","PubMed_entry","PubMed","Exclude_analysis","WGS_WXS","Comment","Tissue_processing","Start_material","Prescreening","Material_sequenced","Confirmation","exon2","exon3","exon4","exon5","exon6","exon7","exon8","exon9","exon10","exon11"
1970,,"journal","p53 overexpression and mutation in metaplastic carcinoma of the breast: genetic evidence for a monoclonal origin of both the carcinomatous and the heterogeneous sarcomatous components","net.sourceforge.jtds.jdbc.ClobImpl@334c1803","net.sourceforge.jtds.jdbc.ClobImpl@2ed79879","net.sourceforge.jtds.jdbc.ClobImpl@383ee4d6",2004,"J Pathol",204,131,139,"net.sourceforge.jtds.jdbc.ClobImpl@2273e975","PM:15376261","15376261",false,"No","","fixed","DNA","none","direct",false,true,true,true,true,true,true,true,true,true,true
1971,,"journal","Characterization of a new cytogenetic subtype of ductal breast carcinomas","net.sourceforge.jtds.jdbc.ClobImpl@71ac7138","net.sourceforge.jtds.jdbc.ClobImpl@63aa2b24","net.sourceforge.jtds.jdbc.ClobImpl@2c7d7bd3",2004,"Oncogene",23,5986,5993,"net.sourceforge.jtds.jdbc.ClobImpl@11780768","PM:15208688","15208688",false,"No","","","DNA","none","direct",false,false,false,true,true,true,true,true,true,false,false
1972,,"journal","Cytogenetic profile of myelodysplastic syndromes with complex karyotypes: an analysis using spectral karyotyping","net.sourceforge.jtds.jdbc.ClobImpl@3cf91ce","net.sourceforge.jtds.jdbc.ClobImpl@318e7998","net.sourceforge.jtds.jdbc.ClobImpl@76ea3f99",2004,"Cancer Genet Cytogenet",153,39,47,"net.sourceforge.jtds.jdbc.ClobImpl@2778256b","PM:15325092","15325092",false,"No","","","DNA","none","direct",false,true,true,true,true,true,true,true,true,true,true
1973,,"journal","Characterization of the human mandibular osteoblastic osteosarcoma cell line HOSM-2 after long-term culture","net.sourceforge.jtds.jdbc.ClobImpl@58c681ab","net.sourceforge.jtds.jdbc.ClobImpl@1ac66192","net.sourceforge.jtds.jdbc.ClobImpl@3d7793a4",2004,"Oral Oncol",40,742,750,"net.sourceforge.jtds.jdbc.ClobImpl@5bc2ba1c","PM:15172645","15172645",false,"No","","","DNA","none","direct",false,false,false,true,true,true,true,true,true,false,false
1974,1818,"journal","Detection of p53 mutations in the plasma DNA of patients with ovarian cancer","net.sourceforge.jtds.jdbc.ClobImpl@37e5b316","net.sourceforge.jtds.jdbc.ClobImpl@1e868e89","net.sourceforge.jtds.jdbc.ClobImpl@1fedc44e",2004,"Int J Gynecol Cancer",14,459,464,"net.sourceforge.jtds.jdbc.ClobImpl@51318ff5","PM:15228418","15228418",false,"No","","","DNA","SSCP","direct",false,false,false,false,true,true,true,true,false,false,false
1975,,"journal","Molecular analysis of p53, MDM2 and H-ras genes in low-grade central osteosarcoma","net.sourceforge.jtds.jdbc.ClobImpl@4b56ebc6","net.sourceforge.jtds.jdbc.ClobImpl@610ec6e3","net.sourceforge.jtds.jdbc.ClobImpl@10b0b138",2004,"Pathol Res Pract",200,439,445,"net.sourceforge.jtds.jdbc.ClobImpl@4da3dafc","PM:15310147","15310147",false,"No","","fixed","DNA","none","direct",false,false,false,false,true,true,true,true,true,false,false
1976,,"journal","Deregulation of the G1 to S-phase cell cycle checkpoint is involved in the pathogenesis of human osteosarcoma","net.sourceforge.jtds.jdbc.ClobImpl@31d70055","net.sourceforge.jtds.jdbc.ClobImpl@26f9e152","net.sourceforge.jtds.jdbc.ClobImpl@3355adc4",2004,"Diagn Mol Pathol",13,81,91,"net.sourceforge.jtds.jdbc.ClobImpl@6072f568","PM:15167009","15167009",false,"No","","frozen","DNA","none","direct",false,false,false,false,true,true,true,true,false,false,false
1977,,"journal","Alterations of the p16INK4a/p14ARF pathway in clear cell sarcoma","net.sourceforge.jtds.jdbc.ClobImpl@692e949b","net.sourceforge.jtds.jdbc.ClobImpl@341b9d","net.sourceforge.jtds.jdbc.ClobImpl@1e11bdd2",2004,"Cancer Sci",95,651,655,"net.sourceforge.jtds.jdbc.ClobImpl@69bfc2cd","PM:15298727","15298727",false,"No","","fixed","DNA","SSCP","direct",false,false,false,false,true,true,true,true,true,false,false
1978,,"journal","Inverse correlation of epidermal growth factor receptor messenger RNA induction and suppression of anchorage-independent growth by OSI-774, an epidermal growth factor receptor tyrosine kinase inhibitor, in glioblastoma multiforme cell lines","net.sourceforge.jtds.jdbc.ClobImpl@7428192d","net.sourceforge.jtds.jdbc.ClobImpl@54e01cc6","net.sourceforge.jtds.jdbc.ClobImpl@470cd4a5",2004,"J Neurosurg",100,523,533,"net.sourceforge.jtds.jdbc.ClobImpl@50b2cf23","PM:15035290","15035290",false,"No","","","DNA","none","direct",false,true,true,true,true,true,true,true,true,true,true
1979,,"journal","Wild-type p53 overexpression and its correlation with MDM2 and p14ARF alterations: an alternative pathway to non-small-cell lung cancer","net.sourceforge.jtds.jdbc.ClobImpl@64e74569","net.sourceforge.jtds.jdbc.ClobImpl@3035631f","net.sourceforge.jtds.jdbc.ClobImpl@113d2040",2005,"J Clin Oncol",23,154,164,"net.sourceforge.jtds.jdbc.ClobImpl@57b03e93","PM:15625370","15625370",false,"No","","","DNA","none","direct",false,false,false,false,true,true,true,true,true,true,true
1980,1871,"journal","Mutations in TP53, but not FGFR3, in urothelial cell carcinoma of the bladder are influenced by smoking: contribution of exogenous versus endogenous carcinogens","net.sourceforge.jtds.jdbc.ClobImpl@922f501","net.sourceforge.jtds.jdbc.ClobImpl@121442a1","net.sourceforge.jtds.jdbc.ClobImpl@6ad35f83",2005,"Carcinogenesis",26,177,184,"net.sourceforge.jtds.jdbc.ClobImpl@3c41a0ec","PM:15347601","15347601",false,"No","","frozen","DNA","DHPLC","direct/cloned",false,true,true,true,true,true,true,true,true,true,true
1981,,"journal","DHPLC is superior to SSCP in screening p53 mutations in esophageal cancer tissues","net.sourceforge.jtds.jdbc.ClobImpl@22d5d098","net.sourceforge.jtds.jdbc.ClobImpl@12649f29","net.sourceforge.jtds.jdbc.ClobImpl@623be5a1",2005,"Int J Cancer",114,74,79,"net.sourceforge.jtds.jdbc.ClobImpl@534c7fca","PM:15523690","15523690",false,"No","","","DNA","SSCP/DHPLC","direct",false,false,false,false,true,true,true,true,false,false,false
1982,,"journal","Genetic and expression profiles of cerebellar liponeurocytomas","net.sourceforge.jtds.jdbc.ClobImpl@5f91242b","net.sourceforge.jtds.jdbc.ClobImpl@69ba6527","net.sourceforge.jtds.jdbc.ClobImpl@5491835c",2004,"Brain Pathol",14,281,289,"net.sourceforge.jtds.jdbc.ClobImpl@6493042b","PM:15446583","15446583",false,"No","","fixed","DNA","SSCP","direct",false,false,false,false,true,true,true,true,true,false,false
1983,,"journal","[Experimental study on p53 gene mutation in keloid fibroblasts]","net.sourceforge.jtds.jdbc.ClobImpl@32f5c4ee","net.sourceforge.jtds.jdbc.ClobImpl@85c1cca","net.sourceforge.jtds.jdbc.ClobImpl@508fe5fe",2004,"Zhonghua Shao Shang Za Zhi",20,85,87,"net.sourceforge.jtds.jdbc.ClobImpl@2cc11198","PM:15312469","15312469",false,"No","","","DNA","SSCP","direct",false,false,false,false,true,true,true,true,false,false,false
1984,,"journal","Novel germline mutations in breast cancer susceptibility genes BRCA1, BRCA2 and p53 gene in breast cancer patients from India","net.sourceforge.jtds.jdbc.ClobImpl@300f725a","net.sourceforge.jtds.jdbc.ClobImpl@58dd82dd","net.sourceforge.jtds.jdbc.ClobImpl@77d23c2d",2004,"Breast Cancer Res Treat",88,177,186,"net.sourceforge.jtds.jdbc.ClobImpl@53bbbe9e","PM:15564800","15564800",false,"No","","frozen","DNA","SSCP","direct",false,false,false,true,true,true,true,true,true,false,false
1985,,"journal","[Application of immunohistochemistry-laser microdissection-PCR technique in detecting p53 gene mutation in paraffin sections of gastric cancer]","net.sourceforge.jtds.jdbc.ClobImpl@186d9b11","net.sourceforge.jtds.jdbc.ClobImpl@2c1229ab","net.sourceforge.jtds.jdbc.ClobImpl@4a474b50",2004,"Zhonghua Bing Li Xue Za Zhi",33,342,345,"net.sourceforge.jtds.jdbc.ClobImpl@440643c8","PM:15363320","15363320",false,"No","","","DNA","SSCP","direct",false,false,false,false,true,true,true,true,false,false,false
1986,,"journal","Phenotypic and genotypic characterization of glioblastoma multiforme with epithelial differentiation and adenoid formations","net.sourceforge.jtds.jdbc.ClobImpl@3047ed4a","net.sourceforge.jtds.jdbc.ClobImpl@da5d598","net.sourceforge.jtds.jdbc.ClobImpl@7dc802b7",2004,"Clin Neuropathol",23,141,148,"net.sourceforge.jtds.jdbc.ClobImpl@ba616c5","PM:15328877","15328877",false,"No","","","","none","direct",false,true,true,true,true,true,true,true,true,true,true
1987,1987,"journal","Establishment and characterization of two cell lines (HEC-155, HEC-180) derived from uterine papillary serous adenocarcinoma","net.sourceforge.jtds.jdbc.ClobImpl@4048746","net.sourceforge.jtds.jdbc.ClobImpl@272e8b4b","net.sourceforge.jtds.jdbc.ClobImpl@1acef8a3",2004,"Eur J Gynaecol Oncol",25,423,427,"net.sourceforge.jtds.jdbc.ClobImpl@21e5c501","PM:15285295","15285295",false,"No","See ref 2004","fresh","DNA","SSCP","direct",false,false,false,false,true,true,true,true,false,false,false
1988,,"journal","A modified yeast assay used on archival samples of localized prostate cancer tissue improves the detection of p53 abnormalities and increases their predictive value","net.sourceforge.jtds.jdbc.ClobImpl@17b58cc","net.sourceforge.jtds.jdbc.ClobImpl@52dcff7b","net.sourceforge.jtds.jdbc.ClobImpl@3f3a0e63",2004,"BJU Int",94,996,1002,"net.sourceforge.jtds.jdbc.ClobImpl@30780948","PM:15541116","15541116",false,"No","","","DNA","FASAY/IHC+SSCP","cloned",false,false,false,false,true,true,true,true,false,false,false
1989,,"journal","Clinical evaluation of p53 mutations in urothelial carcinoma by IHC and FASAY","net.sourceforge.jtds.jdbc.ClobImpl@6b1e9ab3","net.sourceforge.jtds.jdbc.ClobImpl@5e0c978c","net.sourceforge.jtds.jdbc.ClobImpl@31aac338",2004,"Urology",63,989,993,"net.sourceforge.jtds.jdbc.ClobImpl@41e8ae0c","PM:15135005","15135005",false,"No","","fresh","RNA","FASAY","cloned",false,false,false,true,true,true,true,true,true,false,false
1990,1529,"journal","Influence of GSTM1, GSTT1, GSTP1 and NAT2 genotypes on the p53 mutational spectrum in bladder tumours","net.sourceforge.jtds.jdbc.ClobImpl@5ebc7f80","net.sourceforge.jtds.jdbc.ClobImpl@6436332c","net.sourceforge.jtds.jdbc.ClobImpl@3628f91",2005,"Int J Cancer",113,761,768,"net.sourceforge.jtds.jdbc.ClobImpl@77ec93f","PM:15499621","15499621",false,"No","","frozen","DNA","SSCP","direct",false,false,false,false,true,true,true,true,false,false,false
1991,,"journal","Molecular genetic characterization of tamoxifen-associated endometrial cancer","net.sourceforge.jtds.jdbc.ClobImpl@3a83f62f","net.sourceforge.jtds.jdbc.ClobImpl@6ff91d00","net.sourceforge.jtds.jdbc.ClobImpl@78700969",2005,"Gynecol Oncol",96,25,31,"net.sourceforge.jtds.jdbc.ClobImpl@9b61069","PM:15589576","15589576",false,"No","","fixed","DNA","none","direct",false,false,false,false,true,true,true,true,false,false,false
1992,,"journal","Prediction of TP53 status for primary cisplatin, fluorouracil, and leucovorin chemotherapy in ethmoid sinus intestinal-type adenocarcinoma","net.sourceforge.jtds.jdbc.ClobImpl@2c21adfe","net.sourceforge.jtds.jdbc.ClobImpl@b97b467","net.sourceforge.jtds.jdbc.ClobImpl@73d4cf3d",2004,"J Clin Oncol",22,4901,4906,"net.sourceforge.jtds.jdbc.ClobImpl@4a58ac76","PM:15611505","15611505",false,"No","","fixed","DNA","DGGE","direct",false,false,false,false,true,true,true,true,false,false,false
1993,,"journal","The combination of genetic instability and clonal expansion predicts progression to esophageal adenocarcinoma","net.sourceforge.jtds.jdbc.ClobImpl@6bb7a69e","net.sourceforge.jtds.jdbc.ClobImpl@5d351303","net.sourceforge.jtds.jdbc.ClobImpl@84d82bf",2004,"Cancer Res",64,7629,7633,"net.sourceforge.jtds.jdbc.ClobImpl@779a4dc","PM:15492292","15492292",false,"No","","fixed","DNA","none","direct",false,false,false,false,true,true,true,true,true,false,false
1994,,"journal","Acquisition of i(8q) as an early event in malignant triton tumors","net.sourceforge.jtds.jdbc.ClobImpl@512c71fb","net.sourceforge.jtds.jdbc.ClobImpl@24f4cdd6","net.sourceforge.jtds.jdbc.ClobImpl@40c8fb8d",2004,"Cancer Genet Cytogenet",154,150,155,"net.sourceforge.jtds.jdbc.ClobImpl@a5df80c","PM:15474151","15474151",false,"No","","frozen","DNA","none","direct",false,false,false,true,true,true,true,true,true,true,false
1995,,"journal","Aberrations of the Chk2 tumour suppressor in advanced urinary bladder cancer","net.sourceforge.jtds.jdbc.ClobImpl@384cf315","net.sourceforge.jtds.jdbc.ClobImpl@3ad403b7","net.sourceforge.jtds.jdbc.ClobImpl@3d4793f3",2004,"Oncogene",23,8545,8551,"net.sourceforge.jtds.jdbc.ClobImpl@583f91cf","PM:15361851","15361851",false,"No","","","DNA","DGGE","direct",false,false,false,false,true,true,true,true,false,false,false
1996,,"journal","Orthotopic transplantation models of pancreatic adenocarcinoma derived from cell lines and primary tumors and displaying varying metastatic activity","net.sourceforge.jtds.jdbc.ClobImpl@7340586","net.sourceforge.jtds.jdbc.ClobImpl@1de7776c","net.sourceforge.jtds.jdbc.ClobImpl@1c3ea728",2004,"Pancreas",29,193,203,"net.sourceforge.jtds.jdbc.ClobImpl@38abfc89","PM:15367885","15367885",false,"No","","","DNA","none","direct",false,false,false,false,true,true,true,true,false,false,false
1997,,"journal","DNA adducts and p53 mutations in a patient with aristolochic acid-associated nephropathy","net.sourceforge.jtds.jdbc.ClobImpl@1f14d62f","net.sourceforge.jtds.jdbc.ClobImpl@396e8eb6","net.sourceforge.jtds.jdbc.ClobImpl@50807954",2004,"Am J Kidney Dis",43,,,"net.sourceforge.jtds.jdbc.ClobImpl@37a88879","PM:15042566","15042566",false,"No","","","DNA","AmpliChip","direct",false,true,true,true,true,true,true,true,true,true,true
1998,,"journal","Expression of multi-drug resistance genes (mdr1, mrp1, bcrp) in primary oral squamous cell carcinoma","net.sourceforge.jtds.jdbc.ClobImpl@e34850d","net.sourceforge.jtds.jdbc.ClobImpl@43e2a143","net.sourceforge.jtds.jdbc.ClobImpl@10fb2ab2",2004,"In Vivo",18,133,147,"net.sourceforge.jtds.jdbc.ClobImpl@63639394","PM:15113040","15113040",false,"No","","frozen","RNA","none","direct",false,false,false,false,true,true,true,true,false,false,false
1999,,"journal","Selective loss of codon 72 proline p53 and frequent mutational inactivation of the retained arginine allele in colorectal cancer","net.sourceforge.jtds.jdbc.ClobImpl@49d57e18","net.sourceforge.jtds.jdbc.ClobImpl@1feb26d8","net.sourceforge.jtds.jdbc.ClobImpl@560c212d",2004,"Neoplasia",6,529,535,"net.sourceforge.jtds.jdbc.ClobImpl@290cf74b","PM:15548361","15548361",false,"No","","fixed","DNA","SSCP","direct",false,false,false,true,true,true,true,true,false,false,false
2000,,"journal","Expression of vascular endothelial growth factor in the progression of cervical neoplasia and its relation to angiogenesis and p53 status","net.sourceforge.jtds.jdbc.ClobImpl@4bcb69cc","net.sourceforge.jtds.jdbc.ClobImpl@dd04b8b","net.sourceforge.jtds.jdbc.ClobImpl@3a620655",2003,"Anal Quant Cytol Histol",25,303,311,"net.sourceforge.jtds.jdbc.ClobImpl@749a08fd","PM:14714296","14714296",false,"No","","fixed","DNA","none","direct",false,false,false,false,true,true,true,true,false,false,false
2001,1858,"journal","Spectrum of p53 tumor suppressor gene mutations and breast cancer survival","net.sourceforge.jtds.jdbc.ClobImpl@648f9aab","net.sourceforge.jtds.jdbc.ClobImpl@6b8c09a2","net.sourceforge.jtds.jdbc.ClobImpl@4176ea28",2004,"Breast Cancer Res Treat",83,57,66,"net.sourceforge.jtds.jdbc.ClobImpl@658fdf1b","PM:14997055","14997055",true,"No","","fixed","DNA","none","direct/cloned",false,false,false,false,true,true,true,true,false,false,false
2002,,"journal","Possible distinct molecular carcinogenic pathways for bladder cancer in Ukraine, before and after the Chernobyl disaster","net.sourceforge.jtds.jdbc.ClobImpl@7dcd4bc3","net.sourceforge.jtds.jdbc.ClobImpl@76879cc1","net.sourceforge.jtds.jdbc.ClobImpl@560f93",2004,"Oncol Rep",11,881,886,"net.sourceforge.jtds.jdbc.ClobImpl@1b3a7f85","PM:15010889","15010889",false,"No","","fixed","DNA","SSCP","direct",false,false,false,false,true,true,true,true,false,false,false
2003,459,"journal","Association between p53 gene mutations and tobacco and alcohol exposure in laryngeal squamous cell carcinoma","net.sourceforge.jtds.jdbc.ClobImpl@cbebc72","net.sourceforge.jtds.jdbc.ClobImpl@461548b0","net.sourceforge.jtds.jdbc.ClobImpl@768fed76",2004,"Arch Otolaryngol Head Neck Surg",130,303,306,"net.sourceforge.jtds.jdbc.ClobImpl@3e817275","PM:15023836","15023836",false,"No","","frozen","DNA","SSCP","direct",false,false,false,false,true,true,true,true,false,false,false
2004,1987,"journal","Quantitative study on the correlation between p53 gene mutation and its expression in endometrial carcinoma cell lines","net.sourceforge.jtds.jdbc.ClobImpl@472514fb","net.sourceforge.jtds.jdbc.ClobImpl@2b198467","net.sourceforge.jtds.jdbc.ClobImpl@22f4382f",2004,"Eur J Gynaecol Oncol",25,55,60,"net.sourceforge.jtds.jdbc.ClobImpl@1753f4de","PM:15053063","15053063",false,"No","","","DNA","SSCP","direct",false,false,false,false,true,true,true,true,false,false,false
2005,,"journal","Do collision tumors of the gastroesophageal junction exist? A molecular analysis","net.sourceforge.jtds.jdbc.ClobImpl@78bea803","net.sourceforge.jtds.jdbc.ClobImpl@1f6331cf","net.sourceforge.jtds.jdbc.ClobImpl@1cd5474c",2004,"Am J Surg Pathol",28,1492,1498,"net.sourceforge.jtds.jdbc.ClobImpl@1428a50c","PM:15489653","15489653",false,"No","","fixed/frozen","DNA/RNA","none","direct/cloned",false,true,true,true,true,true,true,true,true,true,true
2006,,"journal","Death-associated protein kinase (DAP kinase) alteration in soft tissue leiomyosarcoma: Promoter methylation or homozygous deletion is associated with a loss of DAP kinase expression","net.sourceforge.jtds.jdbc.ClobImpl@19dbf93a","net.sourceforge.jtds.jdbc.ClobImpl@1f304e87","net.sourceforge.jtds.jdbc.ClobImpl@29e9950a",2004,"Hum Pathol",35,1266,1271,"net.sourceforge.jtds.jdbc.ClobImpl@783845fe","PM:15492995","15492995",false,"No","","fixed/frozen","DNA","SSCP","direct",false,false,false,false,true,true,true,true,true,false,false
2007,,"journal","p53 mutations are common in human papillomavirus type 38-positive non-melanoma skin cancers","net.sourceforge.jtds.jdbc.ClobImpl@3e6c71ea","net.sourceforge.jtds.jdbc.ClobImpl@233544d6","net.sourceforge.jtds.jdbc.ClobImpl@4691c47f",2004,"Cancer Lett",209,119,124,"net.sourceforge.jtds.jdbc.ClobImpl@7c3c7ee6","PM:15145527","15145527",false,"No","","fixed","DNA","none","direct",false,false,false,true,true,true,true,true,false,false,false
2008,,"journal","BRAF alterations are associated with complex mutational profiles in malignant melanoma","net.sourceforge.jtds.jdbc.ClobImpl@2182b3aa","net.sourceforge.jtds.jdbc.ClobImpl@281850b8","net.sourceforge.jtds.jdbc.ClobImpl@60e2cbf8",2004,"Oncogene",23,5968,5977,"net.sourceforge.jtds.jdbc.ClobImpl@7fb6524c","PM:15195137","15195137",false,"No","","","RNA","none","direct",false,false,false,false,true,true,true,true,false,false,false
2009,,"journal","Spectrum of p53 mutations in biopsies from breast cancer patients selected for preoperative chemotherapy analysed by the functional yeast assay to predict therapeutic response","net.sourceforge.jtds.jdbc.ClobImpl@4b9da1f3","net.sourceforge.jtds.jdbc.ClobImpl@216aa5a8","net.sourceforge.jtds.jdbc.ClobImpl@57211776",2004,"Oncol Rep",11,1281,1286,"net.sourceforge.jtds.jdbc.ClobImpl@1ac81bec","PM:15138567","15138567",false,"No","","frozen","RNA","FASAY","cloned",false,false,false,true,true,true,true,true,true,true,false
